5	5	0	0	0
5	4.99988	-0.025	-0.025	0.01
4.98625	4.98488	-0.274794	-0.274725	0.11
4.94757	4.94498	-0.523339	-0.523077	0.21
4.88414	4.88035	-0.769392	-0.768815	0.31
4.79626	4.79134	-1.01172	-1.01071	0.41
4.68436	4.67838	-1.24912	-1.24755	0.51
4.54899	4.54203	-1.48038	-1.47816	0.61
4.39081	4.38299	-1.70437	-1.70138	0.71
4.21059	4.20204	-1.91994	-1.9161	0.81
4.00924	4.00009	-2.12603	-2.12124	0.91
3.78775	3.77814	-2.32158	-2.31578	1.01
3.54721	3.53731	-2.50564	-2.49874	1.11
3.28882	3.2788	-2.67725	-2.66922	1.21
3.01386	3.00391	-2.83557	-2.82635	1.31
2.72369	2.714	-2.9798	-2.96936	1.41
2.41976	2.41053	-3.1092	-3.09753	1.51
2.10358	2.09501	-3.22312	-3.21021	1.61
1.77673	1.76901	-3.32098	-3.30686	1.71
1.44084	1.43418	-3.4023	-3.38697	1.81
1.09757	1.09218	-3.46664	-3.45016	1.91
0.748646	0.744718	-3.51369	-3.4961	2.01
0.395804	0.393536	-3.5432	-3.52457	2.11
0.0408063	0.0403862	-3.555	-3.53542	2.21
-0.314573	-0.312965	-3.54905	-3.5286	2.31
-0.668557	-0.664752	-3.52534	-3.50415	2.41
-1.01938	-1.01322	-3.48401	-3.46218	2.51
-1.36527	-1.35662	-3.42523	-3.40291	2.61
-1.70452	-1.69324	-3.3493	-3.32663	2.71
-2.03542	-2.02139	-3.25659	-3.23373	2.81
-2.3563	-2.33945	-3.14756	-3.12466	2.91
-2.66557	-2.64581	-3.02273	-2.99997	3.01
-2.96166	-2.93895	-2.88274	-2.8603	3.11
-3.2431	-3.2174	-2.72826	-2.70632	3.21
-3.50847	-3.47977	-2.56006	-2.53882	3.31
-3.75643	-3.72474	-2.37898	-2.35863	3.41
-3.98573	-3.9511	-2.18592	-2.16665	3.51
-4.19523	-4.15772	-1.98184	-1.96385	3.61
-4.38386	-4.34355	-1.76775	-1.75123	3.71
-4.55067	-4.50767	-1.54471	-1.52985	3.81
-4.69481	-4.64927	-1.31384	-1.30083	3.91
-4.81555	-4.76762	-1.07628	-1.06531	4.01
-4.91228	-4.86215	-0.833228	-0.824461	4.11
-4.9845	-4.93238	-0.585887	-0.579493	4.21
-5.03185	-4.97796	-0.335493	-0.331629	4.31
-5.05406	-4.99865	-0.0832969	-0.0821081	4.41
-5.05101	-4.99436	0.169442	0.167824	4.51
-5.02272	-4.96512	0.42146	0.416916	4.61
-4.9693	-4.91105	0.671497	0.663926	4.71
-4.89101	-4.83244	0.918302	0.907616	4.81
-4.78823	-4.72968	1.16064	1.14677	4.91
-4.66147	-4.60327	1.3973	1.38019	5.01
-4.51133	-4.45387	1.62709	1.60672	5.11
-4.33858	-4.2822	1.84886	1.82521	5.21
-4.14404	-4.08912	2.0615	2.03459	5.31
-3.92869	-3.87561	2.26394	2.23379	5.41
-3.6936	-3.64273	2.45516	2.42183	5.51
-3.43992	-3.39165	2.63421	2.59776	5.61
-3.16892	-3.12361	2.80018	2.76071	5.71
-2.88194	-2.83996	2.95223	2.90986	5.81
-2.58041	-2.54212	3.0896	3.04447	5.91
-2.26583	-2.23157	3.21159	3.16387	6.01
-1.93977	-1.90987	3.31759	3.26745	6.11
-1.60385	-1.57862	3.40706	3.3547	6.21
-1.25974	-1.23948	3.47954	3.42518	6.31
-0.909158	-0.894148	3.53466	3.47854	6.41
-0.553859	-0.544346	3.57214	3.51452	6.51
-0.195614	-0.191824	3.59178	3.53293	6.61
0.163789	0.161657	3.59348	3.53369	6.71
0.522552	0.51433	3.57721	3.51678	6.81
0.878883	0.864433	3.54305	3.4823	6.91
1.231	1.21022	3.49116	3.43041	7.01
1.57714	1.54995	3.42179	3.36137	7.11
1.91556	1.88194	3.33529	3.27554	7.21
2.24458	2.20452	3.23206	3.17334	7.31
2.56255	2.51608	3.11263	3.05527	7.41
2.86786	2.81507	2.97758	2.92194	7.51
3.15899	3.09998	2.82758	2.774	7.61
3.43447	3.36941	2.66336	2.61219	7.71
