5	4.99988	-0.025	-0.0124988	0
4.98626	4.98832	-0.274656	-0.13722	0.1
4.94761	4.95809	-0.522816	-0.260912	0.2
4.88425	4.90933	-0.768238	-0.382803	0.3
4.79653	4.84229	-1.0097	-0.502129	0.4
4.68488	4.75727	-1.24599	-0.618142	0.5
4.54987	4.65468	-1.47595	-0.73011	0.6
4.3922	4.535	-1.69841	-0.837325	0.7
4.21266	4.39878	-1.91227	-0.939104	0.8
4.01216	4.24667	-2.11647	-1.03479	0.9
3.79171	4.07936	-2.31	-1.12377	1
3.55243	3.89762	-2.49188	-1.20544	1.1
3.29551	3.70229	-2.66122	-1.27927	1.2
3.02226	3.49426	-2.81718	-1.34475	1.3
2.73404	3.2745	-2.95899	-1.40141	1.4
2.4323	3.04399	-3.08593	-1.44885	1.5
2.11856	2.80378	-3.1974	-1.4867	1.6
1.7944	2.55498	-3.29283	-1.51464	1.7
1.46142	2.29869	-3.37176	-1.53242	1.8
1.12131	2.03608	-3.43381	-1.53983	1.9
0.775772	1.76832	-3.47866	-1.53671	2
0.426526	1.49662	-3.50611	-1.52297	2.1
0.0753239	1.22218	-3.51603	-1.49857	2.2
-0.276079	0.946211	-3.50837	-1.46353	2.3
-0.625927	0.669944	-3.48319	-1.41793	2.4
-0.972472	0.394589	-3.44061	-1.36189	2.5
-1.31399	0.121348	-3.38086	-1.29561	2.6
-1.64876	-0.148593	-3.30425	-1.21933	2.7
-1.97513	-0.414068	-3.21117	-1.13335	2.8
-2.29147	-0.673941	-3.10209	-1.03802	2.9
-2.5962	-0.927109	-2.97756	-0.933733	3
-2.8878	-1.17251	-2.83821	-0.820951	3.1
-3.16483	-1.40911	-2.68476	-0.700168	3.2
-3.42591	-1.63596	-2.51796	-0.571926	3.3
-3.66974	-1.85211	-2.33867	-0.43681	3.4
-3.89511	-2.05672	-2.14778	-0.295443	3.5
-4.1009	-2.24897	-1.94625	-0.148484	3.6
-4.2861	-2.42814	-1.7351	0.0033745	3.7
-4.44979	-2.59355	-1.51539	0.159412	3.8
-4.59116	-2.74461	-1.28821	0.318882	3.9
-4.70952	-2.88078	-1.05471	0.481015	4
-4.80429	-3.00163	-0.816053	0.645024	4.1
-4.875	-3.10679	-0.57344	0.81011	4.2
-4.92132	-3.19595	-0.328083	0.975459	4.3
-4.94303	-3.26892	-0.0812098	1.14026	4.4
-4.94003	-3.32557	0.165946	1.30368	4.5
-4.91234	-3.36584	0.412149	1.46491	4.6
-4.86012	-3.38978	0.65617	1.62314	4.7
-4.78364	-3.3975	0.89679	1.77757	4.8
-4.6833	-3.3892	1.13281	1.92741	4.9
-4.55961	-3.36515	1.36305	2.07188	5
-4.41319	-3.3257	1.58636	2.21025	5.1
-4.2448	-3.27129	1.80164	2.34179	5.2
-4.05528	-3.20241	2.0078	2.46581	5.3
-3.84559	-3.11962	2.20383	2.58164	5.4
-3.61679	-3.02358	2.38875	2.68867	5.5
-3.37003	-2.91497	2.56164	2.78632	5.6
-3.10655	-2.79455	2.72165	2.87403	5.7
-2.82769	-2.66314	2.86797	2.95131	5.8
-2.53483	-2.5216	2.9999	3.01771	5.9
-2.22946	-2.37084	3.11676	3.07283	6
-1.91309	-2.21182	3.21799	3.11633	6.1
-1.58733	-2.04551	3.3031	3.14791	6.2
-1.2538	-1.87294	3.37165	3.16733	6.3
-0.914166	-1.69516	3.42333	3.1744	6.4
-0.570137	-1.51322	3.45787	3.16901	6.5
-0.223431	-1.32821	3.47511	3.15108	6.6
0.124218	-1.14122	3.47499	3.1206	6.7
0.471073	-0.953337	3.4575	3.07763	6.8
0.8154	-0.765651	3.42274	3.02228	6.9
1.15548	-0.579246	3.3709	2.9547	7
1.48962	-0.395189	3.30223	2.87513	7.1
1.81615	-0.21453	3.21711	2.78384	7.2
2.13343	-0.0382963	3.11595	2.68116	7.3
2.4399	0.132518	2.99927	2.5675	7.4
2.73403	0.296952	2.86766	2.44328	7.5
3.01434	0.454083	2.72179	2.309	7.6
3.27946	0.603034	2.56239	2.16519	7.7
3.52805	0.742977	2.39026	2.01244	7.8
3.75889	0.873137	2.20628	1.85136	7.9
3.97084	0.992794	2.01137	1.68262	8
4.16283	1.10129	1.8065	1.50693	8.1
4.33393	1.19803	1.59271	1.325	8.2
4.48329	1.2825	1.37107	1.13761	8.3
4.61017	1.35422	1.14269	0.945529	8.4
4.71395	1.41282	0.908712	0.749571	8.5
4.79413	1.45798	0.67031	0.550559	8.6
4.85031	1.48947	0.428678	0.349333	8.7
4.88222	1.50712	0.185025	0.146741	8.8
4.88973	1.51086	-0.0594308	-0.0563643	8.9
4.87279	1.50067	-0.303467	-0.259126	9
4.83152	1.47664	-0.545866	-0.460691	9.1
4.76612	1.4389	-0.785415	-0.660212	9.2
4.67695	1.38769	-1.02092	-0.856853	9.3
4.56444	1.3233	-1.25121	-1.04979	9.4
4.42919	1.24611	-1.47513	-1.23822	9.5
4.27187	1.15656	-1.69156	-1.42137	9.6
4.09329	1.05517	-1.89944	-1.59847	9.7
3.89434	0.942516	-2.09772	-1.7688	9.8
3.67603	0.819247	-2.28542	-1.93167	9.9
3.43946	0.686066	-2.4616	-2.08641	10
3.18582	0.543732	-2.6254	-2.23242	10.1
2.91639	0.39306	-2.776	-2.36911	10.2
2.63253	0.23491	-2.91265	-2.49595	10.3
2.33565	0.0701869	-3.03468	-2.61246	10.4
2.02724	-0.100164	-3.14148	-2.7182	10.5
1.70887	-0.275166	-3.23253	-2.81278	10.6
1.38211	-0.45381	-3.30739	-2.89589	10.7
1.04861	-0.635067	-3.36568	-2.96723	10.8
0.710038	-0.817885	-3.40712	-3.02659	10.9
0.368086	-1.0012	-3.43152	-3.0738	11
0.0244662	-1.18395	-3.43876	-3.10876	11.1
-0.319104	-1.36505	-3.42882	-3.13141	11.2
-0.660908	-1.54344	-3.40174	-3.14176	11.3
-0.999239	-1.71806	-3.35768	-3.13988	11.4
-1.33241	-1.88785	-3.29687	-3.12589	11.5
-1.65875	-2.05181	-3.21961	-3.09996	11.6
-1.97664	-2.20892	-3.1263	-3.06233	11.7
-2.2845	-2.35822	-3.01742	-3.01328	11.8
-2.58079	-2.49877	-2.89351	-2.95316	11.9
-2.86403	-2.62967	-2.75521	-2.88234	12
-3.13282	-2.75009	-2.60321	-2.80126	12.1
-3.38583	-2.85922	-2.43828	-2.71042	12.2
-3.62178	-2.95632	-2.26125	-2.61032	12.3
-3.83953	-3.0407	-2.07301	-2.50154	12.4
-4.03798	-3.11172	-1.8745	-2.38469	12.5
-4.21615	-3.16884	-1.66672	-2.26039	12.6
-4.37316	-3.21156	-1.45072	-2.12932	12.7
-4.50825	-3.23945	-1.22758	-1.99217	12.8
-4.62074	-3.25217	-0.99842	-1.84967	12.9
-4.71009	-3.24943	-0.764383	-1.70256	13
-4.77585	-3.23105	-0.526643	-1.55159	13.1
-4.81772	-3.19689	-0.286391	-1.39753	13.2
-4.83549	-3.14691	-0.0448278	-1.24118	13.3
-4.8291	-3.08115	0.196839	-1.0833	13.4
-4.79858	-2.99973	0.437401	-0.924699	13.5
-4.74409	-2.90283	0.675657	-0.766148	13.6
-4.66593	-2.79072	0.910418	-0.608426	13.7
-4.56449	-2.66376	1.14051	-0.452303	13.8
-4.44029	-2.52237	1.36479	-0.29853	13.9
-4.29397	-2.36703	1.58214	-0.147843	14
-4.12626	-2.19832	1.79148	-0.000953521	14.1
-3.93802	-2.01687	1.99176	0.141449	14.2
-3.7302	-1.82338	2.18198	0.278705	14.3
-3.50384	-1.61861	2.36121	0.410188	14.4
-3.26009	-1.40339	2.52855	0.535303	14.5
-3.00017	-1.17858	2.68317	0.653495	14.6
-2.72539	-0.945117	2.82431	0.764249	14.7
-2.43712	-0.703969	2.95126	0.867091	14.8
-2.13683	-0.45615	3.0634	0.961596	14.9
-1.826	-0.20271	3.16018	1.04738	15
-1.50621	0.0552713	3.24112	1.12411	15.1
-1.17905	0.316685	3.30583	1.19151	15.2
-0.846164	0.580403	3.35398	1.24935	15.3
-0.509215	0.84528	3.38535	1.29745	15.4
-0.16989	1.11016	3.39979	1.33568	15.5
0.170115	1.37389	3.39724	1.36397	15.6
0.509099	1.63531	3.3777	1.38231	15.7
0.84537	1.89326	3.34131	1.39073	15.8
1.17725	2.14661	3.28823	1.38932	15.9
1.50308	2.39424	3.21875	1.37823	16
1.82124	2.63505	3.13322	1.35764	16.1
2.13013	2.86796	3.03208	1.32781	16.2
2.42823	3.09194	2.91584	1.28903	16.3
2.71405	3.306	2.78508	1.24163	16.4
2.98616	3.50918	2.64048	1.18601	16.5
3.24322	3.70057	2.48275	1.12259	16.6
3.48394	3.87931	2.31269	1.05186	16.7
3.70713	4.04462	2.13117	0.974305	16.8
3.91169	4.19574	1.93909	0.890487	16.9
4.09659	4.33202	1.73741	0.800981	17
4.26094	4.45283	1.52715	0.706393	17.1
4.40391	4.55765	1.30937	0.607359	17.2
4.52481	4.64601	1.08515	0.504535	17.3
4.62303	4.71752	0.855624	0.3986	17.4
4.69811	4.77187	0.621936	0.290244	17.5
4.74967	4.80881	0.385257	0.180174	17.6
4.77748	4.8282	0.146772	0.0691037	17.7
4.78139	4.82995	-0.0923282	-0.0422499	17.8
4.76142	4.81408	-0.330847	-0.153167	17.9
4.71766	4.78065	-0.567594	-0.262932	18
4.65035	4.72985	-0.801385	-0.370834	18.1
4.55984	4.6619	-1.03106	-0.476174	18.2
4.44659	4.57712	-1.25546	-0.578268	18.3
4.31117	4.47592	-1.47348	-0.676448	18.4
4.15428	4.35876	-1.68403	-0.770067	18.5
3.97672	4.22617	-1.88605	-0.858504	18.6
3.77937	4.07877	-2.07855	-0.941165	18.7
3.56323	3.91723	-2.26057	-1.01749	18.8
3.3294	3.74228	-2.43121	-1.08694	18.9
3.07904	3.55473	-2.5896	-1.14904	19
2.81343	3.35542	-2.73498	-1.20332	19.1
2.53389	3.14526	-2.86663	-1.24939	19.2
2.24183	2.92518	-2.98388	-1.28686	19.3
1.93872	2.69618	-3.08616	-1.31543	19.4
1.62606	2.45929	-3.17297	-1.33481	19.5
1.30544	2.21556	-3.24388	-1.34479	19.6
0.978459	1.96607	-3.29855	-1.34519	19.7
0.64675	1.71193	-3.33671	-1.33589	19.8
0.311974	1.45427	-3.35818	-1.31683	19.9
-0.0241922	1.19421	-3.36285	-1.28798	20
-0.36007	0.932891	-3.35072	-1.24938	20.1
-0.693981	0.671451	-3.32185	-1.20112	20.2
-1.02426	0.41102	-3.2764	-1.14334	20.3
-1.34925	0.152717	-3.2146	-1.07624	20.4
-1.66734	-0.102354	-3.13677	-1.00006	20.5
-1.97694	-0.353112	-3.0433	-0.91509	20.6
